# MICEK --- model skákajícího míèku
# Time y v 
1.060       0.34      -2.43    
1.070       0.315     -2.52    
1.080       0.29      -2.62    
1.090       0.263     -2.72    
1.100       0.235     -2.82    
1.110       0.207     -2.92    
1.120       0.177     -3.01    
1.130       0.146     -3.11    
1.140       0.115     -3.21    
1.150       0.0821    -3.31    
1.160       0.0485    -3.41    
1.170       0.014     -3.5     
# Odraz 2:
1.174      -1.08e-10  -3.54    
1.180       0.0169     2.78    
1.190       0.0442     2.68    
1.200       0.0705     2.58    
1.210       0.0958     2.48    
1.220       0.12       2.38    
1.230       0.143      2.29    
1.240       0.166      2.19    
1.250       0.187      2.09    
1.260       0.208      1.99    
1.270       0.227      1.89    
1.280       0.245      1.79    
1.290       0.263      1.7     
1.300       0.279      1.6     
1.310       0.295      1.5     
1.320       0.309      1.4     
1.330       0.323      1.3     
1.340       0.335      1.21    
1.350       0.347      1.11    
1.360       0.358      1.01    
1.370       0.367      0.912   
1.380       0.376      0.814   
1.390       0.384      0.716   
1.400       0.39       0.617   
1.410       0.396      0.519   
1.420       0.401      0.421   
1.430       0.404      0.323   
1.440       0.407      0.225   
1.450       0.409      0.127   
1.460       0.41       0.0288  
1.470       0.409     -0.0693  
1.480       0.408     -0.167   
1.490       0.406     -0.265   
1.500       0.403     -0.364   
1.510       0.399     -0.462   
1.520       0.394     -0.56    
1.530       0.388     -0.658   
1.540       0.38      -0.756   
1.550       0.372     -0.854   
1.560       0.363     -0.952   
1.570       0.353     -1.05    
1.580       0.342     -1.15    
1.590       0.33      -1.25    
1.600       0.317     -1.34    
1.610       0.304     -1.44    
1.620       0.289     -1.54    
1.630       0.273     -1.64    
1.640       0.256     -1.74    
1.650       0.238     -1.84    
1.660       0.219     -1.93    
1.670       0.199     -2.03    
1.680       0.178     -2.13    
1.690       0.157     -2.23    
1.700       0.134     -2.33    
1.710       0.11      -2.42    
1.720       0.0855    -2.52    
1.730       0.0598    -2.62    
1.740       0.0331    -2.72    
1.750       0.0054    -2.82    
# Odraz 3:
1.752      -7.07e-11  -2.83    
1.760       0.018      2.19    
1.770       0.0394     2.09    
1.780       0.0598     1.99    
1.790       0.0793     1.89    
1.800       0.0977     1.8     
1.810       0.115      1.7     
1.820       0.132      1.6     
1.830       0.147      1.5     
1.840       0.162      1.4     
1.850       0.175      1.31    
1.860       0.188      1.21    
1.870       0.199      1.11    
1.880       0.21       1.01    
1.890       0.22       0.913   
1.900       0.228      0.815   
1.910       0.236      0.717   
1.920       0.243      0.619   
1.930       0.248      0.521   
1.940       0.253      0.423   
1.950       0.257      0.325   
1.960       0.26       0.227   
1.970       0.261      0.128   
1.980       0.262      0.0303  
1.990       0.262     -0.0678  
2.000       0.261     -0.166   
2.010       0.259     -0.264   
2.020       0.255     -0.362   
2.030       0.251     -0.46    
2.040       0.246     -0.558   
2.050       0.24      -0.656   
2.060       0.233     -0.754   
2.070       0.225     -0.853   
2.080       0.216     -0.951   
2.090       0.206     -1.05    
2.100       0.195     -1.15    
2.110       0.183     -1.24    
2.120       0.17      -1.34    
2.130       0.156     -1.44    
2.140       0.141     -1.54    
2.150       0.125     -1.64    
2.160       0.109     -1.74    
2.170       0.0908    -1.83    
2.180       0.072     -1.93    
2.190       0.0522    -2.03    
2.200       0.0314    -2.13    
2.210       0.0096    -2.23    
# Odraz 4:
2.214      -9.22e-11  -2.27    
2.220       0.0102     1.76    
2.230       0.0273     1.66    
2.240       0.0434     1.56    
2.250       0.0586     1.46    
2.260       0.0727     1.37    
2.270       0.0859     1.27    
2.280       0.0981     1.17    
2.290       0.109      1.07    
2.300       0.119      0.973   
2.310       0.129      0.875   
2.320       0.137      0.777   
2.330       0.144      0.679   
2.340       0.151      0.581   
2.350       0.156      0.483   
2.360       0.16       0.385   
2.370       0.164      0.287   
2.380       0.166      0.189   
2.390       0.167      0.0904  
2.400       0.168     -0.00769 
2.410       0.167     -0.106   
2.420       0.166     -0.204   
2.430       0.163     -0.302   
2.440       0.16      -0.4     
2.450       0.155     -0.498   
2.460       0.15      -0.596   
2.470       0.143     -0.694   
2.480       0.136     -0.792   
2.490       0.127     -0.891   
2.500       0.118     -0.989   
2.510       0.108     -1.09    
2.520       0.0962    -1.18    
2.530       0.0839    -1.28    
2.540       0.0706    -1.38    
2.550       0.0563    -1.48    
2.560       0.041     -1.58    
2.570       0.0247    -1.68    
2.580       0.00746   -1.77    
# Odraz 5:
2.584      -2.62e-11  -1.81    
2.590       0.00831    1.39    
2.600       0.0218     1.3     
2.610       0.0342     1.2     
2.620       0.0457     1.1     
2.630       0.0562     1       
2.640       0.0658     0.904   
2.650       0.0743     0.806   
2.660       0.0819     0.707   
2.670       0.0884     0.609   
2.680       0.0941     0.511   
2.690       0.0987     0.413   
2.700       0.102      0.315   
2.710       0.105      0.217   
2.720       0.107      0.119   
2.730       0.107      0.0208  
2.740       0.107     -0.0773  
2.750       0.106     -0.175   
2.760       0.104     -0.274   
2.770       0.1       -0.372   
2.780       0.0961    -0.47    
2.790       0.0909    -0.568   
2.800       0.0848    -0.666   
2.810       0.0776    -0.764   
2.820       0.0695    -0.862   
2.830       0.0604    -0.96    
2.840       0.0503    -1.06    
2.850       0.0392    -1.16    
2.860       0.0272    -1.25    
2.870       0.0141    -1.35    
2.880       0.000102  -1.45    
# Odraz 6:
2.880      -2.15e-11  -1.45    
2.890       0.011      1.06    
2.900       0.0212     0.966   
2.910       0.0304     0.868   
2.920       0.0385     0.769   
2.930       0.0457     0.671   
2.940       0.052      0.573   
2.950       0.0572     0.475   
2.960       0.0615     0.377   
2.970       0.0648     0.279   
2.980       0.0671     0.181   
2.990       0.0684     0.0827  
3.000       0.0687    -0.0154  
3.010       0.0681    -0.113   
3.020       0.0664    -0.212   
3.030       0.0638    -0.31    
3.040       0.0602    -0.408   
3.050       0.0557    -0.506   
3.060       0.0501    -0.604   
3.070       0.0436    -0.702   
3.080       0.0361    -0.8     
3.090       0.0276    -0.898   
3.100       0.0181    -0.996   
3.110       0.00767   -1.09    
# Odraz 7:
3.117      -4.31e-12  -1.16    
3.120       0.00292    0.898   
3.130       0.0114     0.799   
3.140       0.0189     0.701   
3.150       0.0254     0.603   
3.160       0.031      0.505   
3.170       0.0355     0.407   
3.180       0.0391     0.309   
3.190       0.0417     0.211   
3.200       0.0433     0.113   
3.210       0.044      0.0146  
3.220       0.0436    -0.0835  
3.230       0.0423    -0.182   
3.240       0.04      -0.28    
3.250       0.0367    -0.378   
3.260       0.0324    -0.476   
3.270       0.0272    -0.574   
3.280       0.021     -0.672   
3.290       0.0137    -0.77    
3.300       0.00555   -0.868   
# Odraz 8:
3.306      -3.65e-11  -0.929   
3.310       0.00277    0.706   
3.320       0.00933    0.608   
3.330       0.0149     0.509   
3.340       0.0195     0.411   
3.350       0.0231     0.313   
3.360       0.0258     0.215   
3.370       0.0274     0.117   
3.380       0.0281     0.019   
3.390       0.0278    -0.0791  
3.400       0.0265    -0.177   
3.410       0.0243    -0.275   
3.420       0.021     -0.373   
3.430       0.0168    -0.472   
3.440       0.0116    -0.57    
3.450       0.00542   -0.668   
# Odraz 9:
3.458      -2.63e-12  -0.743   
3.460       0.00135    0.572   
3.470       0.00658    0.474   
3.480       0.0108     0.376   
3.490       0.0141     0.278   
3.500       0.0164     0.179   
3.510       0.0177     0.0813  
3.520       0.018     -0.0168  
3.530       0.0173    -0.115   
3.540       0.0157    -0.213   
3.550       0.0131    -0.311   
3.560       0.00948   -0.409   
3.570       0.0049    -0.507   
# Odraz 10:
3.579      -1.64e-11  -0.595   
3.580       0.000521   0.465   
3.590       0.00468    0.367   
3.600       0.00785    0.269   
3.610       0.01       0.17    
3.620       0.0113     0.0723  
3.630       0.0115    -0.0258  
3.640       0.0107    -0.124   
3.650       0.00902   -0.222   
3.660       0.00631   -0.32    
3.670       0.00262   -0.418   
# Odraz 11:
3.676      -2.32e-11  -0.476   
3.680       0.00149    0.34    
3.690       0.0044     0.242   
3.700       0.00633    0.144   
3.710       0.00727    0.0455  
3.720       0.00724   -0.0526  
3.730       0.00622   -0.151   
3.740       0.00422   -0.249   
3.750       0.00125   -0.347   
# Odraz 12:
3.753      -1.2e-11   -0.38    
3.760       0.00179    0.24    
3.770       0.0037     0.142   
3.780       0.00462    0.0437  
3.790       0.00457   -0.0544  
3.800       0.00354   -0.152   
3.810       0.00152   -0.251   
# Odraz 13:
3.815      -6.98e-12  -0.304   
3.820       0.000999   0.199   
3.830       0.0025     0.101   
3.840       0.00302    0.00302 
3.850       0.00256   -0.0951  
3.860       0.00112   -0.193   
# Odraz 14:
3.865      -1.99e-12  -0.244   
3.870       0.000832   0.147   
3.880       0.00181    0.0489  
3.890       0.00181   -0.0492  
3.900       0.000829  -0.147   
# Odraz 15:
3.905      -3.51e-12  -0.195   
3.910       0.000673   0.105   
3.920       0.00124    0.0072  
3.930       0.000817  -0.0909  
# Odraz 16:
3.937      -9.47e-13  -0.156   
3.940       0.000365   0.0915  
3.950       0.00079   -0.00658 
3.960       0.000234  -0.105   
# Odraz 17:
3.962      -3.08e-12  -0.125   
3.970       0.000483   0.0216  
3.980       0.000209  -0.0765  
# Odraz 18:
3.982      -3.81e-12  -0.0997  
3.990       0.000323   0.00498 
# Odraz 19:
3.999      -1.02e-12  -0.0798  
4.000       7.77e-05   0.0505  
4.010       9.22e-05  -0.0476  
# Odraz 20:
4.012      -2.43e-12  -0.0638  
#
# SIMLIB run-time statistics:
#    StartTime  = 0
#    EndTime    = 4.01166
#    EventCount = 402
#    StepCount  = 543
#    MinStep    = 1e-10
#    MaxStep    = 0.01
#
